facilityType,seNumber,sectionPiId,standardId,statement,intentTooltip,sortOrder,active
HOSPITAL,9,9.2,9.2.2,"Standard Protective  clothing,  disinfectants  and  barrier  techniques  are  available and are used correctly when required.","Hand  washing,  barrier  techniques  and  disinfecting  agents  are  fundamental  to infection  prevention  and  control.    The  organisation  identifies  those  situations  in which  the  use  of  masks  and  gloves  is  required  and  provides  training  in  their correct use.  Soap and disinfectants are located in those areas where hand washing and  disinfecting  procedures  are  required.  Staff  are  educated  in  proper  hand washing and disinfecting procedures. 150",2,TRUE
HOSPITAL,9,9.3,9.3.1,Standard Obtaining Of Laboratory Cultures Laboratory  cultures  are  obtained  from  designated  environmental  sites in the organisation associated with significant infection risk.,"Infection  surveillance  procedures  rely  on  specimen  collection  from  those  areas  of the organisation thought to be associated with a high incidence or risk of infection, such  as  operating  theatres.  The  infection  control  programme  includes  identifying those sites and collecting specimens from those sites. The sites associated with the activities described in 9.2.1 are frequently included in such surveillance activities. 151 Those  individuals  who  collect  specimens  are  trained  in  the  proper  collection  and handling of microbiological specimens.",1,TRUE
HOSPITAL,9,9.4,9.4.1,"Standard The  organisation  identifies  the  frequency  with  which  specimens are collected. Policies and procedures, which describe how specimens are taken and  sent  to  the  laboratory  and  action  is  taken  when  laboratory reports identify pathogenic organisms, are implemented. Infection Control Quality Management The  infection  control  processes  are  integrated  with  the  organisation’s processes for quality management and improvement.","The infection control process is designed to lower the risk of infection for patients, the staff and others. To reach this goal, the organisation must proactively monitor and  track  risks,  rates  and  trends  in  nosocomial  infections.  The organisation  uses monitoring information to improve infection prevention and control activities and to reduce nosocomial infection rates to the lowest possible levels. An organisation can best  use  monitoring  data  and  information  by  understanding  similar  rates  and trends  in  other  similar  organisations  and  contributing  data  to  infection-related databases. For  the  purpose  of  this  section,  take  note  of  the  quality  management  and improvement methodology as described in Service Element 8. Also  this  section  contains  the  root  criteria  for  those  listed  in  all  clinical  Service Elements such as 10.12.1.1. In other words, the latter cannot be scored compliant unless this section has achieved compliance. 152",1,TRUE
HOSPITAL,9,9.5,9.5.1,"Standard Infection Control Education For The Staff The organisation provides education on infection control practices to the staff, patients, and, as appropriate, family and other caregivers.","For  an  organisation  to  have  effective  infection  control  processes,  it  must  educate staff members about the processes when they begin work in the organisation and regularly thereafter. The education programme includes professional staff, clinical and  non-clinical support  staff,  and even patients  and  families,  if appropriate.  The education  focuses  on  the  policies,  procedures  and  practices  that  guide  the organisation’s infection control processes.  The education also includes the findings and trends from the monitoring activities.",1,TRUE
HOSPITAL,10,10.1,10.1.1,"During all phases of care, there are qualified individuals responsible for the patient's care. ",The individuals who bear overall responsibility for the patient's care or for a particular phase of care are identified in the patient's record or in a manner that is made known to the personnel.,1,TRUE
HOSPITAL,10,10.1,10.1.2,Standard The  delivery  of  services  is  integrated  and  co-ordinated  amongst    careproviders.,"The  Coordination  of  patient  care  depends  on  the  exchange  of  information  between the  members  of  the  multidisciplinary/interdisciplinary  team.    This  can  be  through verbal,  written  or  electronic  means  as  determined  by  organisational  policies.  The policies  should  indicate  the  appropriate  means  of  communication.  Clinical  leaders should use techniques to better integrate and co-ordinate care for their patients (for example,  team-delivered  care,  multi-departmental  patient  care  rounds,  combined care  planning  forums,  integrated  patient  records,  case  managers).  The  process  for working  together  will  be  simple  and  informal  when  the  patient’s  needs  are  not complex. The  patient,  family  and  others  are  included  in  the  decision  process  when appropriate. The  patient’s the multidisciplinary/interdisciplinary  team,  and  is  made  available  to  all  relevant caregivers who are authorised to have access to its content. record  contains  a  history  of  all  care  provided  by",2,TRUE
HOSPITAL,10,10.2,10.2.1,Standard Adequate resources are available for the provision of safe care to patientsin the ward.,"In  order  to  provide  safe  patient  care,  each  unit  requires  adequate  resources.  The physical  facilities  required  include  adequate  office  accommodation  for  staff,  sluice rooms which  are  hygienically clean  at  all  times, treatment  and  dressing  rooms  and adequate  storage  space  for  clean  linen.  Cleaning  equipment  is  safely  stored  in  a room or cupboard used for this purpose only. There are adequate toilet and bathing facilities the  ward,  as  determined  by nationallegislation. the  number  of  patients for in Each delivery room has at least: -  one cardio-tocograph machine -  an infant warming and resuscitation cart -  an incubator with adjustable temperature and separate oxygen supply -  a fetal monitor -  equipment for inhalation analgesia -  There is a temperature-controlled nursery and it has -  suitable bassinettes -  photo-therapy lights -  a panel for viewing babies -  a designated area for preparing infant feeds -  a fridge for milk feeds only - facilities allocated for washing utensils used when preparing infant feeds. There is adequate lighting and ventilation. Nurse  call  systems  are  available  at  bedsides  and  in  bathrooms  and  toilets  and  are connected to the emergency power supply. Where  there  is  no  piped  oxygen  and  vacuum  supply,  there  are  mobile  oxygen cylinders  and  vacuum  pumps.  All  necessary  fittings  for  oxygen  and  suction  are  in 31 place and working satisfactorily.  Each ward is provided with a socket outlet that is connected to the emergency power supply. A resuscitation trolley is available at the point of need within 1 minute. In addition, there  is  access  to  a  defibrillator  or  automated  external  defibrillator  (AED)  within  3 minutes of any patient collapsing. Resuscitation equipment includes at least: -  a defibrillator with adult paddles / pads (and infant paddles / pads where applicable) -  an ECG monitor -  a CPR board (if required) -  suction  apparatus  (electrical or  alternative) plus  a  range of  soft  and  hard suction catheters -  a bag-mask manual ventilator -  a  range  of  endotracheal  tubes  and  2  laryngoscopes,  with  a  range  of straight and curved blades, spare batteries, spare globes where applicable -  an introducer /stylet for endotracheal intubation -  a syringe to inflate the ETT cuff -  oropharyngeal tubes -  equipment  to  perform  an  emergency  cricothyroidotomy  –  (needle  and surgical) -  appropriate  facilities  for  intravenous  therapy  and  drug  administration (including paediatric sizes) -  drugs  for  cardiac  arrest,  coma,  seizures  and  states  of  shock  (including paediatric doses where applicable) -  plasma expanders.",1,TRUE
HOSPITAL,10,10.3,10.3.1,Standard Clinical  practice  guidelines  are  used  to  guide  patient  care  and  reduceunwanted variation.,"Clinical  practice  guidelines  provide  a  means  for  improving  quality  and  they  assist practitioners and patients in making clinical decisions. Guidelines are found in the literature  under  many  names,  including  practice  parameters,  practice  guidelines, patient  care  protocols,  standards  of  practice  and/or  care  pathways.  Regardless  of the  source,  the  scientific  basis  of  guidelines  should  be  reviewed  and  approved  by implementation. organisational Consideration should be given to providing guidelines for high risk, high volume and high cost conditions as these will form the basis for structured clinical audits. This ensures that they meet the criteria established by the leaders and are adapted to  the  community,  patient  needs  and  organisational  resources.  Once  implemented, guidelines are reviewed on a regular basis to ensure their continued relevance. clinical  practitioners  before leaders  and",1,TRUE
HOSPITAL,10,10.4,10.4.1,Standard All  patients  cared  for  by  the  organisation  have  their  health  needsidentified through an established assessment process. 35,"When a patient enters a ward, the specific information required and the procedures for obtaining and documenting it depend on the patient’s needs and on the setting in which care is being provided. The  organisation  defines,  in  writing,  the  scope  and  content  of  assessments  to  be performed by each clinical discipline within its scope of practice and applicable laws and regulations. These  findings  are  used  throughout  the  care  process  to  evaluate  patient  progress and  provide  information  regarding  the  need  for  re-assessment.  It  is  essential  that assessments  are  well  documented  and  can  be  easily  retrieved  from  the  patient’s record. The health organisation determines the time frame for completing assessments. This may  vary  in  the  different  settings  within  the  organisation.  When  an  assessment  is partially  or entirely completed outside  the organisation,  the  findings  are  verified on admission to the organisation.",1,TRUE
HOSPITAL,10,10.4,10.4.2,"Standard Each  patient  has  an  initial  assessment  that  complies  with  currentpolicies, procedures and guidelines.","The initial assessment of a patient is critical for the identification of the needs of the patient and initiation of the care process.  Patients’ social, cultural and family status are important factors that can influence their response to illness and care. Families can be of considerable help in these areas of assessment  and in understanding the patient’s wishes and preferences. Economic factors are assessed as part of the social assessment, particularly when the patient and his/her family will be responsible for the cost of all or a portion of the care. A  functional  and  nutritional  assessment  allows  for  the  patient  to  be  referred  for specialist care if necessary. Certain  patients  may  require  a  modified  assessment  e.g.  very  young  patients,  the frail  or  elderly,  those  terminally  ill  or  in  pain,  patients  suspected  of  drug  and/or alcohol  dependence  and  victims  of  abuse  and  neglect.  The  assessment  process  is modified  in  accordance  with  local  custom.  The  outcome  from  the  patient’s  initial assessment results in an understanding of the patient’s medical and nursing needs so that care and treatment can begin. Planning for discharge is initiated during the initial assessment process. When  the  medical  assessment  was  conducted  outside  the  organisation,  a  legible copy of the findings is placed in the patient’s record. Any significant changes in the patient’s condition since this assessment are recorded.",2,TRUE
HOSPITAL,10,10.4,10.4.3,Standard Health  professionals  responsible  for  patient  care  collaborate  to  analyseand integrate assessment information.,"A patient benefits most when the personnel responsible for the patient work together to  analyse  the  assessment  findings  and  to  combine  this  information  into  a comprehensive picture of his or her condition. From this collaboration, the patient’s needs are identified, the order of their importance is established, and care decisions are made.",3,TRUE
HOSPITAL,10,10.5,10.5.1,Standard The care provided to each patient is planned and written in the patient’srecord.,"A  single,  integrated  plan  is  preferable  to  a  separate  care  plan  recorded  by  each health professional. Collaborative  care  and  treatment  team  meetings  or  similar  patient  discussions  are recorded. Individuals  qualified  to  do  so  order  diagnostic  and  other  procedures.  These  orders must  be  easily  accessible  if  they  are  to  be  acted  on  in  a  timely  manner.  Locating orders on a common sheet or in a uniform location in patient records facilitates the correct understanding and carrying out of orders. The organisation decides: -  which orders must be written rather than verbal -  who is permitted to write orders -  where orders are to be located in the patient record. The method used must respect the confidentiality of patient care information.",1,TRUE
HOSPITAL,10,10.5,10.5.2,Standard Policies  and  procedures  guide  the  care  of  high-risk  patients  and  theprovision of high-risk services.,"Some  patients  are  considered  “high-risk”  because  of  their  age,  condition  or  the critical nature of their needs. Children and the elderly are commonly in this group as they  may  not  be  able  to  speak  for  themselves,  understand  the  care  process  or participate  in  decisions  regarding  their  care.  Similarly,  the  frightened,  confused  or comatose  patient  is  unable  to  understand  the  care  process  when  care  needs  to  be provided efficiently and rapidly. Policies  and  procedures  are  important.  They  help  the  personnel  understand  these patients and services, and respond in a thorough, competent and uniform manner. The  clinical  and  managerial  leaders  take  responsibility  for  identifying  the  patients and  services  considered  high-risk,  using  a  collaborative  process  to  develop  policies and procedures and training staff in their implementation. The special facilities and safety measures required by children need to be specified. It is particularly important that the policies or procedures indicate: the documentation required for the care team to work effectively -  how planning will occur - -  special consent considerations -  monitoring requirements -  special qualifications or skills of the personnel involved in the care process - the  resuscitation  equipment  available  and  how  to  use  it,  including equipment for children. 40 Clinical  guidelines  should  be incorporated  in  the  process  because  there  are several criteria requiring guidelines to be used. Monitoring provides the information needed to ensure that the policies and procedures are adequately implemented and followed for all relevant patients and services. Policies and procedures should focus on high-risk patients and procedures, e.g.: a)  the care of emergency patients b)  the handling, use and administration of blood and blood products c)  the  management  of  contaminated  blood  supplies  (expired,  opened  or damaged container) d)  the care of patients on life support or those who are comatose e)  the care of patients with communicable diseases f)  the care of immuno-suppressed patients g)  the care of patients on dialysis h)  the use of restraint and the care of patients in restraint i)  the care of frail, dependent, elderly patients j)  the care of young, dependent children k)  the security of newborn babies l)  the care of adolescents.",2,TRUE
HOSPITAL,10,10.5,10.5.3,"Standard Risks,  benefits,  potential  complications,  and  care  options  are  discussedwith the patient and his or her family or with those who make decisions for the patient. 10.5.3.1     There is a documented process for obtaining informed consent. Root criterion This  section  refers  to  all  instances  where  patients  give  informed  consent  and compliance will be verified during the patient record audit. If  consent  was  not  required  for  the  patient  records  audited,  this  whole  standard becomes NA. An  assessment  is  made  of  the  provision  of  an  organisational  consent  form  and  the completion  of  this  form  when  indicated.  This  section  will  be  scored  NC  if  written consent is indicated but suitable forms are not used. When  10.5.3.4  is  scored  PC  or  NC  because  the  available  consent  form  has  not  been completed correctly, this criterion will be scored PC, because the process has not been implemented. 42 Linked criterion:","41 This  section  deal  with  the  process  of  obtaining  informed  consent  from  patient  and does  NOT  refer  to  providing  health  education  in  general,  which  is  dealt  with  in Standard 10.8. Patients  and  their  families  or  decision-makers  receive  adequate  information  to participate  in  care  decisions.  Patients  and  families  are  informed  as  to  what  tests, procedures  and  treatments  require  consent  and  how  they  can  give  consent  for example,  consent  may  be  given  verbally,  by  signing  a  consent  form.  Patients  and families understand who may give consent, in addition to the patient. Designated  personnel  are  trained  to  inform  patients  and  to  obtain  and  document patient  consent,  e.g.  a  doctor  for  a  surgical  procedure  or  a  nurse  for  HIV  testing. These  staff  members  clearly  explain  any  proposed  treatments  or  procedures  to  the patient and, when appropriate, the family.  Informed consent includes: -  an explanation of the risks and benefits of the planned procedure -  identification of potential complications -  consideration of the surgical and non-surgical options available to treat the patient. In addition, when blood or blood products may be needed, information on the risks and alternatives is discussed. The  organisation  lists  all  those  procedures  that  require  written  informed  consent. Leaders document the processes for obtaining informed consent. The consent process always concludes with the patient signing the consent form, or the  documentation  of  the  patient’s  verbal  consent  in  the  patient’s  record  by  the individual  who  provided  the  information  for  consent.  Documentation  includes  the statement that the patient acknowledges full understanding of the information. The patient’s  surgeon  or  other  qualified  individual  provides  the  necessary  information and the name of this person appears on the consent form.",3,TRUE
HOSPITAL,10,10.5,10.5.4,Standard Pre- and post-operative assessments are documented.,"The  preoperative  anaesthetic  assessment  determines  whether  the  patient  is  a  good candidate for the planned surgery and may significantly influence the pre- and intra- operative  management.  The  clinical  assessment  and  results  of  investigations  must be available to the doctor performing the assessment. In  an  emergency,  the  initial  medical  assessment  may  be  limited  to  the  patient’s apparent needs and condition. Appropriate re-assessments are essential to modify and guide effective treatment. A  patient’s  post-surgical  care  is  related  to  the  findings  and  the  surgical  procedure. The surgical report is available within a time frame needed to provide post-surgical care to the patient. Post-operative monitoring is appropriate to the patient’s condition and the procedure performed. Results of monitoring influence intra- and post-operative decisions such as return to surgery,  transfer  to  another  level  of  care  and  the  need  for  further  investigations  or discharge. 43",4,TRUE
HOSPITAL,10,10.5,10.5.5,Standard The  organisation  implements  processes  to  support  the  patient  in managing pain.,"While  pain  may  be  a  part  of  the  patient  experience,  unrelieved  pain  has  adverse physical and psychological effects. The patient’s right to appropriate assessment and management of pain is respected and supported. The organisation has processes to: -  identify patients with pain during initial assessment and re-assessment -  communicate  with,  and  provide  education  for,  patients  and  families  about pain  management  in  the  context  of  their  personal,  cultural  and  religious beliefs -  educate health service providers in pain assessment and management.",5,TRUE
HOSPITAL,10,10.5,10.5.6,Standard The organisation develops processes to manage end-of-life care.,"Dying  patients  have  unique  needs  for  respectful,  compassionate  care.    Concern  for the patient’s comfort and dignity guides all aspects of care during the final stages of life.  To  accomplish  this,  all  personnel  are  made  aware  of  the  unique  needs  of patients at the end of life. These needs include treatment of primary and secondary symptoms,  pain  management,  responding  to  the  concerns  of  the  patient  and  their family and involving them in care decisions. End-of-life care provided by the organisation includes: a)  providing appropriate treatment for any symptoms according to the wishes of the patient and family b)  sensitively addressing issues such as autopsy and organ donation c)  involving the patient and family in all aspects of care d)  responding to the psychological, emotional, spiritual and cultural concerns of the patient and family.",6,TRUE
HOSPITAL,10,10.6,10.6.1,Standard Medication  use  in  the  organisation  complies  with  applicable  laws  andregulations.,"Medication management is not only the responsibility of the pharmaceutical service but  also  of  managers  and  clinical  care  providers.  Medical,  nursing,  pharmacy  and administrative  personnel  participate  in  a  collaborative  process  to  develop  and monitor policies and procedures. Each organisation has a responsibility to identify those individuals with the requisite knowledge and experience, and who are permitted by law, registration or regulations to  prescribe  or  order  medications.  In  emergency  situations,  the  organisation identifies  any  additional  individuals  permitted  to  prescribe  or  order  medications. Requirements for documentation of medications ordered or prescribed and for using verbal medication orders are defined in policy.",1,TRUE
HOSPITAL,10,10.6,10.6.2,Standard Medications are safely administered.,"Only personnel who are suitably trained and experienced may administer medication to  patients.  The  responsibility  of  these  persons  for  medication  administration  is documented.  The  safe  administration  of  medications  requires  a  strict  and comprehensive protocol. The  patient,  medical  practitioner,  nurse,  and  other  care  providers  work  together  to monitor  patients  on  medications.  The  purpose  of  monitoring  is  to  evaluate  the response to medication, adjust the dosage or type of medication when needed, and to evaluate the patient for adverse effects. The organisation follows nationalrequirements for the reporting of adverse effects. Medical practitioners, nurses, and pharmacists are expected to report reactions that are  suspected  to  be  adverse  drug  events,  irrespective  of  whether  the  event  is  well recognised, potentially serious or clinically “insignificant”. There is a reporting process focused on the prevention of medication errors through understanding the types of errors that occur. Improvements in medication processes and  personnel  training  are  used  to  prevent  errors  in  the  future.  The  pharmacy participates in such personnel training. 47",2,TRUE
HOSPITAL,10,10.6,10.6.3,Standard Medications are stored in a safe and clean environment.,"Patient care units store medications in a clean and safe environment that complies with law, regulation and professional practice standards.",3,TRUE
HOSPITAL,10,10.7,10.7.1,Standard Food  and  nutrition  therapy  appropriate  for  the  patient  and  consistentwith his or her clinical care is regularly available.,"A  qualified  caregiver  orders  appropriate  food  or  other  nutrients.  The  patient participates  in  planning  and  selecting  foods  and  the  patient’s  family  may,  when appropriate,  participate  in  providing  food.  They  are educated  as  to  which  foods  are contraindicated,  including  information  about  any  medications  associated  with  food interactions. When possible, patients are offered a variety of food choices consistent with their nutritional status. The nutritional status of the patients is monitored.",1,TRUE
HOSPITAL,10,10.8,10.8.1,Standard Education  supports  patient  and  family  participation  in  care  decisionsand care processes.,"Learning occurs when attention is paid to the methods used to educate patients and families.  The  organisation  selects  appropriate  educational  methods  and  people  to provide the education. Personnel  collaboration  helps  to  ensure  that  the  information  patients  and  families receive is comprehensive, consistent, and as effective as possible. Education is focused on the specific knowledge and skills that the patient and his or her family will need to make care decisions, participate in care, and continue care at home.Variables  like  educational  literacy,  beliefs  and  limitations  are  taken  into account.  Each  organisation  decides  on  the  placement  and  format  for  educational assessment, planning and delivery of information in the patient's record. Education is provided to support care decisions of patients and families.  In  addition, when a patient  or  family  directly  participates  in  providing  care,  for  example  changing dressings, feeding and administration, they need to be educated. It is sometimes important that patients and families are made aware of any financial implications  associated  with  care  choices,  such  as  choosing  to  remain  an  inpatient rather than being an outpatient. Education  in  areas  that  carry  high  risk  to  patients  is  routinely  provided  by  the organisation,  for  instance  instruction  in  the  safe  and  effective  use  of  medications and medical equipment. Community  organisations  that  support  health  promotion  and  disease  prevention education are identified and, when possible, ongoing relationships are established. Evidence  of  compliance  will  be  obtained  during  the  patient  record  audit  and/or patient interviews.",1,TRUE
HOSPITAL,10,10.9,10.9.1,Standard The organisation designs and carries out processes to provide continuityof patient care services within the organisation and Coordination among health professionals.,"As  patients  move  through  a  health  organisation  from  admission  to  discharge  or transfer,  several  departments  and  services  and  many  different  health  service providers  may  be  involved  in  providing  care.  Without  Coordination  and  effective transfer of information and responsibilities, errors of omission and commission may occur, exposing the patient to avoidable risks.",1,TRUE
HOSPITAL,10,10.9,10.9.2,Standard There is a process known to personnel to appropriately refer patients forspecialised consultation/investigations at other health facilities.,"In  some  cases,  medical  practitioners  refer  patients  for  a  secondary  consultation  to confirm  an  opinion,  to  request  more  extensive  diagnostic  evaluations  than  may  be available locally, or  to  have  patients  receive  specialized  treatment  that  the  referring organisation  may  be  unable  to  provide.  The  organisation  must  clearly  describe  the referral  process,  especially  where  patients  are  sent  to  another  facility  for  specialist consultation or special investigations and then return to the original facility.",2,TRUE
HOSPITAL,10,10.9,10.9.3,Standard There  is  a  process  to  appropriately  transfer  patients  to  anotherorganisation to meet their continuing needs.,"Transfer  may  be  for  specialised  consultation  at  another  health  facility  and/or treatment,  urgent  services,  or  for  less  intensive  services  such  as  sub-acute  care  or long-term rehabilitation. To  ensure  continuity  of  care,  adequate  information  must  accompany  the  patient. Transfer may be an uncomplicated process with the patient alert and talking, or may involve continuous nursing or medical supervision. The process for transferring the 55 patient  must  consider  transportation  needs.  The  qualifications  of  the  individual accompanying the patient must be appropriate.",3,TRUE
HOSPITAL,10,10.9,10.9.4,Standard There is an organised process to appropriately discharge patients.,"The  organisation  begins  to  plan  for  the  patients’  continuing  needs  as  early  in  the care  process  as  possible.  Instructions  for  discharge  and  follow-up  visits  must  be clear and provided in writing. The  discharge  summary  is  one  of  the  most  important  documents  to  ensure 56 continuity  of  care  and  facilitate  correct  management  at  subsequent  visits. Information  provided  by  the  organisation  may  include  when  to  resume  daily activities,  preventive  practices  relevant  to  the  patient’s  condition  and,  when appropriate, information on coping with disease or disability. The summary contains at least a)  the reason for admission b)  the diagnosis of main and significant illnesses c)  the results of investigations that will influence further management d)  all procedures performed e)  the patient’s condition at discharge f)  discharge medications and g) follow-up arrangements.",4,TRUE
HOSPITAL,10,10.10,10.10.1,"Standard A  formalised  proactive  quality  improvement  approach  is  maintained  in the service. 10.10.1.1  There  are  formalised  quality  improvement  processes  for  the service  that  have  been  developed  and  agreed  upon  by  the personnel of the service. The  minimum  requirement  for  considering  compliance  will  be  the  availability  of evidence of: -  at least one clinical audit 58 -  participation in documentation (patient record) audit -  participation in  monitoring near misses, sentinel and adverse events. Linked criterion:","This  refers  to  the  implementation  of  organisational  quality  improvement  processes (Service Element 8). It  is  the  responsibility  of  management of  the  organisation  to ensure  that  standards are  set  throughout  the  organisation.    Within  each  department  or  service,  it  is  the responsibility  of  managers  to  ensure  that  standards  are  set  for  the  particular department. organisation’s central/management/co-ordinating  quality  improvement  structures  or  systems. Departmental managers use available data and information to identify priority areas for quality monitoring and improvement. Coordination requires with This the Quality monitoring could include: a)  patient assessment b)  surgical procedures carried out c)  the use of antibiotics and other medications and medication errors the use of anaesthesia d)  the use of blood and blood products e)   patient and family expectations and satisfaction. The following will be evaluated: -  problems identified in this service for which quality improvement activities - - - - were initiated the processes put in place to resolve the problems the identification of indicators to measure improvement the tool(s) used to evaluate these indicators the  monitoring  of  these  indicators  and  corrective  steps  taken  when  goals were not achieved -  graphed and/or tabled results, as appropriate. A once-off project such as acquiring a specific item of equipment will be scored NC. Quality  improvement  processes,  not  related  to  the  clinical  quality  of  patient care,  but  to  the  environment  within  which  care  is  provided,  for  example monitoring the checking of emergency trolley over time, will be scored PC.",1,TRUE
HOSPITAL,10,10.11,10.11.1,"Standard The  department/service  implements  processes  that  support  patient  and family rights during care. 10.11.1.1  There are processes that support patient and family rights during care. The facility’s policies will be evaluated against legislation, where applicable. Implementation  the  policies  will  be  evaluated  during  the  patient  record  audits  and patient interviews as well as by observation This applies to all the relevant criteria below. Linked criterion:","This  refers  to  the  implementation  of  organisational  policies  on  patient  and  family rights (Service Element 5). 59 Compliance  will  be  verified  during  observation  of  patient  care  processes,  patient record audits and patient interviews.",1,TRUE
HOSPITAL,10,10.12,10.12.1,"Standard The  department/service  implements  infection  prevention  and  control processes. 10.12.1.1  The  department the  procedures  and  processes associated with the risk of infection, and implements strategies to reduce risk. identifies The department participates in, and has documented evidence  of, the identification of risks in their department. Such documentation must form part of the organisation-wide infection control processes. Linked criterion: 60",This  refers  to  the  implementation  of  organisational  processes    for  infection prevention and control (Service Element 9).,1,TRUE
HOSPITAL,10,10.13,10.13.1,"Standard The department/service implements risk management processes. 10.13.1.1   The  department  conducts  on-going  monitoring  of  risks  through risk documented  assessments  as  part  of  organisational management processes. The  department  participates  in  and  has  documented  evidence  of  the  identification  of risks in their department. Such documentation must form part of the organisation-wide risk management processes. All relevant aspects and services of the department, e.g. patient,  staff  and  visitor-related  risks,  financial,  and  legal  risks,  physical  facility, security and environmental risks, etc. should be included. Linked criterion:",This  refers  to  the  implementation  of  organisational  risk  management  processes. (Service Element 7).,1,TRUE
HOSPITAL,11,11.1,11.1.1,"Standard During all phases of care, there are qualified individuals responsible for the patient's care.",The  individuals  who  bear  overall  responsibility  for  the  patient’s  care  or  for  a particular phase of care are identified in the patient’s record or in a manner that is made known to the personnel.,1,TRUE
HOSPITAL,11,11.1,11.1.2,Standard The  delivery  of  services  is  integrated  and  co-ordinated  amongst  care providers.,"The  Coordination  of  patient  care  depends  on  the  exchange  of  information  between the  members  of  the  multidisciplinary/interdisciplinary  team.  This  can  be  through verbal,  written  or  electronic  means  as  determined  by  organisational  policies.  The policies  should  indicate  the  appropriate  means  of  communication.  Clinical  leaders should use techniques to better integrate and co-ordinate care for their patients (for example,  team-delivered  care,  multi-departmental  patient  care  rounds,  combined care  planning  forums,  integrated  patient  records,  case  managers).  The  process  for working  together  will  be  simple  and  informal  when  the  patient’s  needs  are  not complex. The  patient,  family  and  others  are  included  in  the  decision  process  when appropriate.  The  patient’s  record  contains  a  history  of  all  care  provided  by  the multidisciplinary/interdisciplinary  team,  and  is  made  available  to  all  relevant caregivers who are authorised to have access to its content.",2,TRUE
HOSPITAL,11,11.2,11.2.1,Standard Adequate  resources  are  available  for  the  provision  of  safe  care  to patients in the ward.,"In  order  to  provide  safe  patient  care,  each  unit  requires  adequate  resources.  The physical  facilities  required  include  adequate  office  accommodation  for  staff,  sluice rooms which  are  hygienically clean  at  all  times, treatment  and  dressing  rooms  and adequate  storage  space  for  clean  linen.  Cleaning  equipment  is  safely  stored  in  a room or cupboard used for this purpose only.  There are adequate toilet and bathing facilities  for  the  number  of  patients  in  the  ward,  as  determined  by  national legislation. There is adequate lighting and ventilation. Nurse  call  systems  are  available  at  bedsides  and  in  bathrooms  and  toilets  and  are connected to the emergency power supply. Where  there  is  no  piped  oxygen  and  vacuum  supply,  there  are  mobile  oxygen cylinders  and  vacuum  pumps.  All  necessary  fittings  for  oxygen  and  suction  are  in place and working satisfactorily. Each ward is provided with a socket outlet that is connected to the emergency power supply. A resuscitation trolley is available at the point of need within 1 minute. In addition, there  is  access  to  a  defibrillator  or  automated  external  defibrillator  (AED)  within  3 minutes of any patient collapsing. Resuscitation equipment includes at least: -  a defibrillator with adult paddles / pads (and infant paddles / pads where applicable) -  an ECG monitor -  a CPR board (if required) -  suction  apparatus  (electrical or  alternative) plus  a  range of  soft  and  hard suction catheters -  a bag-mask manual ventilator -  a  range  of  endotracheal  tubes  and  2  laryngoscopes,  with  a  range  of straight and curved blades, spare batteries, spare globes where applicable 67 -  an introducer /stylet for endotracheal intubation -  a syringe to inflate the ETT cuff -  oropharyngeal tubes -  equipment  to  perform  an  emergency  cricothyroidotomy  –  (needle  and surgical) -  appropriate  facilities  for  intravenous  therapy  and  drug  administration (including paediatric sizes) -  drugs  for  cardiac  arrest,  coma,  seizures  and  states  of  shock  (including paediatric doses where applicable) and -  plasma expanders.",1,TRUE
HOSPITAL,11,11.3,11.3.1,Standard Clinical  practice  guidelines  are  used  to  guide  patient  care  and  reduce unwanted variation.,"Clinical  practice  guidelines  provide  a  means  for  improving  quality  and  they  assist practitioners and patients in making clinical decisions. Guidelines are found in the 69 literature  under  many  names,  including  practice  parameters,  practice  guidelines, patient  care  protocols,  standards  of  practice  and/or  care  pathways.  Regardless  of the  source,  the  scientific  basis  of  guidelines  should  be  reviewed  and  approved  by organisational implementation. Consideration should be given to providing guidelines for high risk, high volume and high cost conditions as these will form the basis for structured clinical audits. clinical  practitioners  before leaders  and This ensures that they meet the criteria established by the leaders and are adapted to the community, patient needs and organisational resources.  Once implemented, guidelines are reviewed on a regular basis to ensure their continued relevance.",1,TRUE
HOSPITAL,11,11.4,11.4.1,Standard All  patients  cared  for  by  the  organisation  have  their  health  needs identified through an established assessment process.,"When a patient enters a ward, the specific information required and the procedures for obtaining and documenting it depend on the patient’s needs and on the setting in which care is being provided. The  organisation  defines,  in  writing,  the  scope  and  content  of  assessments  to  be performed by each clinical discipline within its scope of practice and applicable laws and regulations. These  findings  are  used  throughout  the  care  process  to  evaluate  patient  progress and  understand  the  need  for  reassessment.  It  is  essential  that  assessments  are documented well and can be easily retrieved from the patient’s record. The health organisation determines the time frame for completing assessments. This may  vary  in  the  different  settings  within  the  organisation.  When  an  assessment  is partially  or entirely completed outside  the organisation,  the  findings  are  verified on admission to the organisation.",1,TRUE
